fuente;profesion;contrato;jornada;descripcion;empresa;salario;Ciudad;Nivel educativo;años de experiencia;Fecha_Publicacion
1;Ingeniero de Aplicaciones;Tiempo Completo;null;Se requiere profesional en Química. Ingenieros Químicos o carreras afines con experiencia en el manejo de Instrumentación Analítica en montaje e implementación de métodos. indispensable práctica en validación de métodos analíticos;null;null;Bogotá; Carrera Profesional;1;8/07/2019
1;Ingeniero mecánico y/o afines;Tiempo Completo;null;Se requiere Ingeniero Mecánico. electromecánico. para cargo de Supervisor de Proyectos. con experiencia minima de 6 años liderando proyectos de instalación mecánica. máximo 4 proyectos de construcción de edificaciones públicas o privadas cuya sumatoria de cubiertas intervenidas sea como minimo 13000m2 preferible en el sector de la climatización Competencias planeación. seguimiento. manejo de personal;null;null;Bogotá; Carrera Profesional;6;11/07/2019
1;ingeniero de mejoramiento;Contrato de Obra o labor;Tiempo Completo;TYS te está invitando a participar en la siguiente oportunidad de trabajo especial para ti” Se requieren candidatos con experiencia para ocupar el cargo de Ingeniero de mejoramiento Nivel académico: Ingeniero industrial No es obligatorio pero preferible alguna formación en herramientas lean o sellos Six sigma Experiencia en proyectos de mejoramiento de tiempos o de cargas de equipos de trabajo con resultados demostrables en eficiencia operacional o cumplimientos de KPI de dichos proyectos Experiencia en esquemas de servicio al cliente Horario: Lunes a viernes 8:00 am a 6:00 pm y sabados 8:00 am a 11:00 am Salario: $ 1350000 + $ 350000 de pago variable + prestaciones de ley Interesados favor presentarse el día Jueves 02 de Mayo 8:00 am en la Cra 18 No 36 - 41 Teusaquillo preguntar por la Psicóloga Laura Acosta presentarse con hoja de vida. copia de la cédula al 150%. antecedentes disciplinarios. certificaciones laborales y de estudio;T&S TEMSERVICE SAS;1.7;Bogotá; Carrera Profesional;1;12/07/2019
1;Ingeniero de Desarrollo;Contrato a término fijo;Tiempo Completo;Empresa Comercializadora requiere Ingeniero de Sistemas con experiencia de 3 años en Desarrollo de Aplicaciones Desarrollador Web apasionado y proactivo. con conocimientos solidos en PHP 7. orientado a objetivos. manejo de algunas framework php como laravel 5 o symfony 3*. gestor de versiones como git. buenos conocimientos en javascript ES6 valorable reactjs o angular Manejo bases de datos relacionales SQL ( oracle ). Conocimiento en Wordpress Salario 2400000 mas 400000 bonificacion prestacional;COMERCIALIZADORA SANTANDER SAS;2.39;Pereira; Carrera Profesional;3;10/07/2019
1;Ingeniero De Planta Sector Plasticos;Contrato de Obra o labor;Tiempo Completo;Estas Buscando Empleo? ¡¡ESTA ES TU OPORTUNIDAD!! Reconocida EMPRESA DE PLÁSTICOS requiere vincular de manera URGENTE PROFESIONAL EN INGENIERA INDUSTRIAL O PLÁSTICOS experiencia mínima de 2 años realizando funciones Realizar informes a la gerencia sobre cumplimiento de indicadores. mejoras y las demás acordes al proceso de producción. realizar programas de mejoramiento de calidad acordes a cada uno de los procesos realizados en planta. manejos de tiempos de producción. respuesta a quejas y reclamos por calidad - Horario: Lunes a Sábado - Salario: $ 2500000 + Todas Las Prestaciones De Ley Si estas interesado ¡¡PRESENTATE!! El 14 DE MAYO 2019 EN CHAPINERO Calle 59 # 13 - 33 Edificio Pasaje Galvis Oficina 124 Cerca a la estación calle 57 o calle 63 Segundo Piso Preguntar Por ANDRES ROJAS - Hoja de vida actualizada - Excelente presentación personal - Esfero Negro - Horario De Atención: 8:00 Am 10:00 Am ¡¡TE ESPERAMOS!!;GRUPO SOLUCIONES HORIZONTE;2.5;Bogotá; Carrera Profesional;1;8/07/2019
1;Administrador Base de Datos;Tiempo Completo;null;Importante multinacional busca ingeniero de sistemas o áreas afines. con experiencia y conocimiento en base de datos (Postgress. Oracle. SQL. SQL Server. MYSQL. Acces). en Windows Server. Linux/Unix. en medir eficiencia y nivel de desempeño mediante indicadores. proceso de implemetación y visualización de datos. mínimo de 3 años Contrato a termino indefinido de Lunes a Sábado Horario de oficina;null;2.5;Bogotá; Carrera Profesional;2;11/07/2019
1;administrador base de datos / ingeniero de sistemas;Contrato de Obra o labor;Tiempo Completo;"TYS TE ESTA INVITANDO EN LA SIGUIENTE OPORTUNIDAD DE TRABAJO ESPECIAL PARA TI"" Importante empresa requiere personal Ingeniero de sistemas con 2 años de experiencia mínimo en entidades de seguridad financiera. bancarias y/o afines. desarrollando funciones y Conocimientos en optimizando la seguridad. integridad y estabilidad de las bases de datos. que administran la informacio?n de las operaciones del negocio. para que siempre este?n disponibles. segu?n las necesidades de las diferentes a?reas de la compan?i?a Asegurar la continuidad operacional. Diseño de bases de datos SQL Server. Tunning Bases de Datos. Transact SQL. Reporting Service. Conocimientos en Bases de Datos DB2. BD informix. Back up y recovery. Troubleshooting. Scripting en Servidores UNIX. Linux y Windows. Conocimiento del lenguaje SQL (DML y DDL). bases de datos relacionales. Bases de datos no-sql. Redes horario: lunes a viernes de 7:30am a 5:30pm salario: $ 3100000 + prestaciones de ley CONTRATACIÓN INMEDIATA Gracias por aplicar nos estaremos comunicando contigo !!";T&S TEMSERVICE SAS;3.1;Bogotá; Carrera Profesional;2;12/07/2019
1;Ingeniero Sistemas Cargo Director Servicio Técnico;Contrato de Obra o labor;Tiempo Completo;Se requiere profesional en ingeniería de sistemas con suma urgencia personal para trabajar como Director Servicio Técnico certificada del sector de telecomunicaciones mínima de 2 años. Horario Laboral: Lunes a Viernes de 8:00 am a 6:00 pm y un Sábado 9:00am a 12:00m. Salario: $2700000 + prestaciones de ley Funciones: -Recoger y verificar las actas de visita en sitio y la gestión del personal de remoto y activaciones Cloud -Manejo y monitoreo de las personas a cargo -Revisar y garantizar el agendamiento de todos los técnicos de terreno de acuerdo a las políticas y paramentos establecidos. dando seguimiento al personal de remoto -Revisión. tabulación y digitalización de todos los informes realizados por el personal de Servicio técnico Supervisar y controlar los horarios del personal a cargo -Resolver inconvenientes presentados en la operación del servicio prestado -Garantizar y cumplir indicadores propuestos para el Área -Proponer y gestionar actividades para mejorar el rendimiento de su equipo de trabajo -Reporte de novedades de Nómina del área de servicio técnico -visitar y supervisar proyectos. para verificar que los técnicos cumplan con todos los parámetros establecidos Si estas interesado preséntate el día 5 de junio 8:30 am con hoja de vida en la carrera 72 c 23f 06 Modelia preguntar por Tatiana Alvira;OCUPAR TEMPORALES SA;2.7;Bogotá; Carrera Profesional;2;9/07/2019
1;bioingeniero/a;Contrato a término indefinido;Tiempo Completo;Se solicita ingeniero de alimentos con experiencia mínimo de un año. con conocimientos en manual BPM y lo relacionado con el área.persona responsable. proactivo. con capacidades de trabajo en equipo;INDUSTRIAS ALIMENTICIAS YARUMITO SAS;null;Cali; Carrera tecnológica;1;10/07/2019
1;Ingeniero Implementacion ISO 9000;Contrato a término indefinido;Tiempo Completo;Ingeniero o Administrador con experiencia directa y concreta en una empresa que tenga ISO 9001 2015. para la implementación en nuestra compañía Hacer seguimiento a los procesos implementados Poner a punto el SGC Colaborar con la dirección administrativa de la empresa;DELTA GLASS SAS;1.5;Cota; Carrera Profesional;3;19/06/2019
1;Ingeniero civil o Arquitecto Cargo Coordinador diseños;Contrato a término indefinido;Tiempo Completo;Importante empresa de ingeniería civil requiere ingeniero civil o Arquitecto para el cargo de coordinador de estudios y diseños en los distintos proyectos de infraestructura que desarrolla la empresa - EXCELENTE manejo de Autocad y Civil 3D – buenos conocimientos en diseño geométrico de vías – buen manejo de office – conocimientos en elaboración de RENDERS - capacidad de análisis - fácil adaptación a manejo simultaneo de proyectos – IMPORTANTE experiencia comprobada (pruebas de conocimiento específico en Autocad y Civil 3D)– posibilidad de crecimiento profesional en la organización. indicar aspiración salarial – DISPONIBILIDAD INMEDIATA;EPIGRAMA LTDA;1.5;Bogotá; Carrera Profesional;1;null
1;Ingeniero Quimico;Contrato a término indefinido;Tiempo Completo;Se necesita ingeniero químico con experiencia en galvanoplastia de productos plásticos. conocimiento de procesos de linea. laboratorio. programación y afines;RIOPLAST SA;1.2;Bogotá; Carrera Profesional;5;null
1;Ingeniero Bilingue de Mantenimiento Mecánico Señor;Contrato a término indefinido;Tiempo Completo;Importante multinacional de consumo masivo busca Profesional en Ingeniería Mecánica. con 5 años de experiencia en procesos de mantenimiento industrial en plantas y áreas de manufactura Mantenimiento en plantas de producción Proceso productivo de planta Entrenamiento específico en el área de manufactura Gestión de proyecto. Programas de seguridad industrial Herramientas SAP/CMMS Manejo de Herramientas para el análisis de fallas Manejo de sistema de información de mantenimiento a nivel medio. Sistemas de gestión de calidad (SGC) Mantenimiento como de Producción garantizando así. el cumplimiento de las metas de productividad. seguridad. calidad y Lean Manufacturing de la compañía Conocimiento en herramientas de Confiabilidad o manufactura. ultrasonidos termo gráficos Ensayos no destructivos análisis de motores. análisis de vibraciones y análisis de motores eléctricos nivel de inglés 80% contrato a término indefinido con la empresa horario de lunes a viernes de 7:30 am a 5:30 pm 24X7 promedio salarial de 4500000 a 5000000 Lugar de Trabajo Cali;MANPOWER PROFESSIONAL LTDA;4.5;Cali; Carrera Profesional;0;10/07/2019
1;Ingeniero de certificaciones Junior;Contrato de Obra o labor;Tiempo Completo;Reconocida empresa del sector telecomunicaciones requiere para su equipo de trabajo estudiante de ingeniería de sistemas o afines con experiencia mínima de 1 año en HTML5 - XML. SQL. SQL Server base de datos y test de software Horario: Lunes a viernes Salario: $1'875000 + bono trimestral $1'000000 + prestaciones;SERVIMOS LTDA;1.87;Bogotá; Carrera Profesional;2;12/07/2019
1;Ingeniero de ventas;Contrato a término indefinido;Tiempo Completo;Importante empresa esta en búsqueda de personal comercial con experiencia en ventas técnicas industriales en el área hidráulica mínimo 2 años. contar con titulo culminado en carreras como ingeniero mecánico. industrial. mecatronicos o afines y contar con dominio de ingles medio Preferiblemente debe contar con vehículo para movilizarse Básico: $1000000 + Auxilio de rodamiento $350000 + Comisiones;ATIEMPO SAS;null;Barranquilla; Carrera Profesional;2;22/05/2019
1;Ingeniero de desarrollo NET o Java;Contrato de Obra o labor;Tiempo Completo;Entidad financiera requiere para conformar su excelente equipo de trabajo profesionales en ing de sistemas. ing de software o ing electrónica con experiencia mínima de 1 año en desarrollo bajo lenguajes NET o Java. se maneja horarios de lunes a viernes de 8:00 am a 5:30 pm. cuenta con un salarial de $ 4´355000+ prestaciones de ley. contrato inicial obra o labor con una duración de 1 año. con altas posibilidades de pasar directamente con el banco.estabilidad laboral y oportunidades de crecimiento No contar con reportes en centrales de riesgo No contar con comparendos REQUISITOS: rofesionales en ing de sistemas. ing de software o ing electrónica experiencia mínima de 1 año en desarrollo bajo lenguajes NET o Java;MISION TEMPORAL;4.18;Bogotá; Carrera Profesional;null;9/07/2019
1;ingeniero;Contrato a término fijo;Tiempo Completo;"Empresa líder en desarrollo de software para el sector financiero. requiere para su equipo de trabajo Ingenieros de Sistemas o carreras afines. graduado de pregrado y con experiencia de 2 a 4 años en desarrollo PL/SQL (Oracle); preferiblemente. pero no obligatorio tener experiencia en integración con middleware y conocimientos java El perfil requiere lo siguiente: Sólidos conocimientos en PL/SQL Manejo de sentencias SQL: DML. DDL. DCL orientado a motores Oracle 11g en adelante Experiencia mínima de dos años en las anteriores herramientas";SKIT CONSULTING;4;Bogotá; Carrera Profesional;null;22/05/2019
1;Ingeniero Puesta en Marcha PEM MPLS;Contrato de Obra o labor;Tiempo Completo;Profesional en Ingenierías asociadas con telecomunicaciones. telemática. eléctrica. electrónica y afines Cisco. 4 niveles Con experiencia Mínima de Un Año programando y configurando los equipos de las plataformas Adsl. Gshdsl. IP- DSLAM _ ALCATEL. HUAWEI Metro Ethernet HUAWEI SDH SDH-NG_ ECI. ERICSSON. HUAWEI TDM _ ALCATEL-NEWBRIDGE Conmutación de datos: FR _ LUCENT. PSAX ATM _ ALCATEL. HUAWEI. LUCENT. CISCO IP_DSLAM HUAWEI MPLS _ JUNIPER.CISCO Protocolos de comunicación de datos (Frame relay. ATM. TCP/IP. MPLS). operación y administración del sistema de gestión de redes basadas en Open View. Unix. Linux. Solaris Para laborar con Empresa de Telecomunicaciones en el cargo INGENIERO PUESTA EN MARCHA PEM MPLS realizar actividades de puesta en marcha para clientes corporativos Se ofrece salario de $ 1643600 + Prestaciones de ley + Bonificación por Productividad $ 703100 + Horarios de Oficina;OCUPAR TEMPORALES SA;2.3;Bogotá; Carrera Profesional;1;11/07/2019
1;Ingeniero de proyectos;Contrato de Obra o labor;Tiempo Completo;¡Hola! estamos buscando el mejor talento ¿quieres ser parte de esta gran compañía? Profesional Ingeniero Eléctrico. Electricista o a fines Experiencia de 4 años en el desarrollo de proyectos de consultoría. medidas de parámetros eléctricos. diseño de instalaciones eléctricas. sistemas de distribución de media y baja tensión Indispensable conocimiento en normas NTC 2050. RETIE. NTC 4552. recomendaciones IEEE y software de análisis de sistemas eléctricos NOTA: Indispensable debe contar con la matricula profesional como ingeniero Salario básico $2300000 + bono de $400000 Bono por cumplimiento de objetivos horario de oficina de lunes a viernes Si estas interesado presentarse en chapinero cll 59 # 13-33 piso 1 Oscar Mogollón de 8am a 10am o 2pm a 2:30pm traer hoja de vida y excelente presentación personal ¡Te esperamos es tu oportunidad de obtener el mejor empleo!;GRUPO SOLUCIONES HORIZONTE;3;Bogotá; Carrera técnica;3;12/07/2019
1;Ingeniero pruebas y calidad;Contrato a término indefinido;Tiempo Completo;Diseñar. ejecutar y notificar los resultados del proceso de pruebas de software realizadas para el área de desarrollo. con el fin de asegurar la calidad del software en la compañía REQUISITOS ngeniero de sistemas o a fines Experiencia mínima de 2 años en el diseño y ejecución de pruebas de software a nivel funcional Manejo de metodologías ágiles en proyectos de tecnología Experiencia en pruebas de carga.estrés. etc Deseable: • CERTIFICACIÓN EN PRUEBAS ISTQB Foundation Level • Experiencia en pruebas no funcionales • Experiencia en creación y ejecución de pruebas automatizadas;HOTELES DECAMERON COLOMBIA S A S;4;Bogotá; Carrera Profesional;2;11/07/2019
1;Ingeniero Especialista en Microsoft;Contrato de Obra o labor;Tiempo Completo;Ingeniero de Sistemas o afines con tarjeta Profesional vigente. debe contar con mínimo 5 años de experiencia profesional certificada en la implementación de aplicaciones Microsoft. directorio activo Windows server. SharePoint. Office 365. y/o Failover Cluster y/o Network Load Balancing Adicionalmente debe contar con Certificación en MCSA Windows Server 2012 o superior;SELCOMP INGENIERÍA;null;Bogotá; Carrera Profesional;5;10/07/2019
1;Ingeniero Civil. Granada San Carlos;Tiempo Completo;null;mportante Empresa del Sector de la Construcción. requiere para su equipo de trabajo y operación Ingenieros Civiles. con mínimo (2) dos años de experiencia en las áreas relacionadas al cargo de los cuales por lo menos (1) un año haya sido en infraestructura vial Salario: Entre $2000000 y $2500000 + Prestaciones Sociales Horario: Lunes a Viernes de 7:00 am a 5:00 pm y Sábados de 7:00 am a 10:00 am Lugar de trabajo: Obra Vial entre Granada y San Carlos - Antioquia Tipo de Contrato: Obra labor Beneficios: Auxilio de alimentación Apoyar al ingeniero residente de obra en la elaboración de los informes mensuales verificando el cumplimiento de las especificaciones técnicas de ingeniería civil y plasmadas en los pliegos de condiciones del contrato Elaboración seguimiento y control de planes de planes de trabajo semanales Apoyar los procesos de calidad durante la ejecución del contrato Otras funciones propias del cargo encomendadas por su superior;null;2.5;Granada; Carrera Profesional;2;12/07/2019
1;Ingeniero Electricista;Contrato de Obra o labor;Tiempo Completo;Ingeniero Electricista con experiencia en diseño y ejecución de instalaciones Eléctricas Industriales. Comerciales y residenciales Buen manejo de Autocad y Dialux Capacidad de manejo de personal Amplio conocimiento de la norma RETIE Con buena disposición y sentido de pertenencia Si no es ingeniero Electricista con matricula profesional por favor no aplique;CONSTRUCTORES ELECTROCIVILES ASOCIADOS SAS;2.1;Envigado; Carrera Profesional;2;null
1;Analista de Desarrollo;Contrato a término indefinido;Tiempo Completo;Importante compañía del sector financiero requiere para su equipo de trabajo Analista de Desarrollo. que se desempeñe como desarrollador de aplicaciones asignadas bajo la metodología y estándares definidos. documentando y manteniendo actualizados los manuales técnicos Así mismo deberá participar en las pruebas técnicas e implementación de los sistemas desarrollados Horario: lunes a sabado Salario: $4000000;COOPERATIVA FINANCIERA DE ANTIOQUIA;4;Medellín; Carrera Profesional;2;12/07/2019
1;Ingenieros Mecatronicos Bilingues;Contrato a término indefinido;Tiempo Completo;Importante multinacional requiere para su equipo de trabajo personal profesional en electromecánica.mecatronica o automatización y control industrial. experiencia en diseño y ejecución del plan de ventas en su zona de trabajo. alcanzar metas financieras propuestas. nivel de ingles 80% escrito. hablado y lectura. disponibilidad para viajar visa americana vigente. experiencia en venta industrial;EFICACIA;2.6;Bogotá; Carrera Profesional;3;9/07/2019
1;Ingeniero Mecánico con especialización en Gerencia;Contrato de Obra o labor;Tiempo Completo;Importante empresa de automotores requiere para su operación jefe de taller. ingeniero mecánico con especialización en Gerencia. experiencia minima de 2 años como jefe de taller. manejo y divulgación de los BNS. BTS. elaborar plan de compras de herramientas y equipo. velar por el cumplimiento de las capacitaciones de los técnicos mecánicos tanto virtuales como presenciales. realizar los reportes y atender visitas de funcionarios de la casa matriz. revisar el proceso técnico de garantías. entre otras funciones inherentes al cargo Salario: $ 2709460+100% ley Horario: Lunes a viernes en horario de oficina (6: am a 5:00 pm) y sábados ( 8:00 am a 2:00 pm) SI TE ENCUENTRAS INTERESADO Y CUMPLES CON EL PERFIL PRESÉNTATE MAÑANA VIERNES 28 DE JUNIO A LAS 10:00AM Y 2:00PM EN LA CALLE 98 No 22-64 LOCAL 5 OFC MANPOWER CERCA DE LA ESTACIÓN DE TRANSMILENIO CALLE 100 CON AUTOPISTA PREGUNTAR POR ALEXANDRA SABOGAL LLEVAR HOJA DE VIDA. COPIA DEL ULTIMO CERTIFICADO LABORA Y 1 REFERENCIA PERSONAL;MANPOWER PROFESSIONAL LTDA;2.7;Bogotá; Especialización;3;11/07/2019
1;Ingeniero de sistemas;Contrato a término indefinido;Tiempo Completo;Empresa de software con proyectos en Colombia. América Latina y Centro América requiere profesionales con excelentes conocimientos y con más de 3 años de experiencia como analista desarrollador en tecnología Oracle PL/SQL Indispensable con experiencia especifica en proyectos de software del sector asegurador para diferentes ramos y líneas de negocio como salud. vida. generales. autos. fianzas. temas de reaseguro. coaseguro. provisiones. entre otros Profesional con experiencia en mantenimiento y soporte a aplicaciones de alta disponibilidad y alta demanda en ambiente productivo. con experiencia en optimación de consultas de base de datos y procesos de migración e implementación de nuevos CORE Preferible pero no indispensable con certificación Oracle Tipo de contratación a término indefinido directamente con la compañía con salario de Ofrecemos proyectos atractivos. salario negociable en función de la experiencia y el conocimiento aportado. oportunidad de aprendizaje. desarrollo profesional y estabilidad laboral Solamente sí cumple con el perfil. por favor aplicar a la oferta;INFORCOL SA;4.5;Bogotá; Carrera Profesional;3;4/07/2019
1;Ingeniero de Operaciones;Contrato a término indefinido;Tiempo Completo;DESCRIPCIÓN GENERAL El Ingeniero/a de Operaciones estará en la capacidad de brindar apoyo y respuesta oportuna a las peticiones. consultas y requerimientos de los productos de la compañía que realice el cliente. dando una solución óptima y eficiente en cumplimiento con los SLA REQUISITOS MÍNIMOS - Ingeniero/a de Sistemas. Administrador/a de Sistemas Informáticos o carreras afines - 2 años de experiencia trabajando en entornos UNIX (Linux. Solaris. AIX) para sistemas críticos o de soporte - Conocimiento previo en instalación y manejo de distribuciones Linux como Ubuntu. Fedora. Red Hat. Debian. etc - Experiencia en shell script de Unix - Conocimientos en Servidores Web y de aplicaciones a nivel de soporte REQUISITOS VALORABLES - Base técnica (WebLogic. WAS. DB) - Conocimiento en sector bancario - Certificación en ITIL FUNCIONES - Instalación y configuración del producto propio de la compañía - Resolución de incidencias del producto en los sistemas del cliente - Documentación de incidencias - Seguimiento a procedimientos para resolución de incidencias y escalados COMPETENCIAS PERSONALES - Motivación. iniciativa. proactividad. responsabilidad y flexibilidad - Alta capacidad de comunicación con el cliente - Habilidades organizativas y capacidad para la autogestión del día a día - Alta capacidad para trabajar en equipo - Habilidad para trabajar en ambiente dinámico y multidisciplinar - Capacidad para asumir retos OFERTA - Estabilidad laboral (contrato a término indefinido) - Incorporación inmediata - Medicina prepagada;NEWSHORE SERVICIOS GLOBALES;null;Manizales; Carrera Profesional;1;8/07/2019
1;Ingeniero de sistemas con 2 años de experiencia en;Contrato de Obra o labor;Tiempo Completo;Importante entidad de seguros solicita de manera inmediata Ingeniero de sistemas con experiencia de 2 años desarrollo de aplicaciones. conocimientos en manejo y control de proyectos de tecnología. herramientas como: Net. Visual Basic. Data Ware House. sistema operativo Windows. Linux. y Base de datos SQL. Server y Oracle En lo posible conocimientos en temas de negocio de ARL y seguros de vida Salario $4126000 Horario: Lunes a viernes 8:00am a 5:00pm;ACTIVOS S A S;4.12;Bogotá; Carrera Profesional;2;9/07/2019
1;ingeniero/a;Contrato a término indefinido;Tiempo Completo;Se requiere experiencia acreditable a evaluar en: 1) Programación Orientada Objetos C# 2) Desarrollo de Procedimientos Almacenados SQL Server 3) Desarrollo Web 4) Experiencia Web Services Rest;FACTICA SAS;null;Bogotá; Carrera técnica;4;10/07/2019
1;Ingeniero Arquitecto de Soluciones;Contrato a término fijo;Tiempo Completo;"Importante empresa del sector de Tecnología con más de 10 años de experiencia en el mercado. requiere para su equipo de trabajo en la ciudad de Bogotá: - Arquitecto Empresarial / Arquitecto de Procesos / Arquitecto de Software / Arquitecto de Negocio / Arquitecto de Gobierno de Datos / Arquitecto de Infraestructura / Arquitecto de Interoperabilidad; con experiencia en ejecución de proyectos";BPM LATINOAMERICA LTDA;null;Bogotá; Carrera Profesional;1;11/07/2019
1;Ingeniero de sistemas Desarrollador Web;Contrato de Obra o labor;Tiempo Completo;Se requiere PROFESIONAL en Sistemas. Telecomunicaciones. para el cargo Desarrollador Web.experiencia minina de 2 años. Salario: $1500000 – Pago mensual + un Bono de cumplimiento de hasta $500000 dependiendo la experiencia Horario: Lunes a viernes de 8:00 am a 6:00 Sábado Ocasionalmente Funciones: Amplios conocimientos en Linux. Amazon web services y Google Cloud Platform Conocimiento de las mejores prácticas para el desarrollo de software y nuevas tecnologías. particularmente. en HTML 5. CSS3 y Javascript Conocimiento en desarrollo móvil (Android y iOS) Desarrollo de aplicaciones con alto nivel de complejidad y confiabilidad Desarrollo de aplicaciones WEB Desarrollo en PHP usando frameworks como laravel o symfony Excelentes habilidades de comunicación Experiencia en desarrollo de sistemas de gestión base de datos Experiencia en desarrollo plataformas de gestión de personas y recursos integrados GPS Experiencia en desarrollos API y Web Service Habilidad para manejar tiempos de entrega de desarrollos Manejo de CMS (Wordpress) Manejo de lenguajes de programación HTMLS. CSS3. JAVA SCRIPT. JQUERY Manejo de librerias como vuejs. Reactjs o Angular5 Manejo de tecnologías como Nodejs. Npm y webpack Manejo de metodologías de desarrollo ágiles como Scrum (certificado scrum master preferiblemente) presentarse el día 30 Mayo 8:00 am a 1:00 pm con hoja de vida en la carrera 72C 23F 06 Modelia. preguntar por Tatiana Alvira;OCUPAR TEMPORALES SA;2;Bogotá; Carrera Profesional;2;10/07/2019
1;Ingeniero civil o arquitecto;Tiempo Completo;null;Importante constructora MYS requiere ingeniero civil o arquitecto para cargo de gerente general para manejar importantes proyectos a nivel nacional. con disponibilidad para viajar preferiblemente con especialización Experiencia de diez años mínimo cinco años en proyectos para el sector de la salud Salario $ 8000000 contrato a término indefinido + todas las prestaciones de ley Contrato directamente con la empresa;null;0.8;Neiva; Especialización;10;10/07/2019
1;Supervisor(a) de producción;Contrato a término fijo;Tiempo Completo;Reconocida empresa del sector textil requiere para su planta de producción un SUPERVISOR(A) DE PRODUCCIÓN que cumpla con el siguiente perfil: Nivel académico: Ingeniero(a) en producción. experiencia de 1 a 2 años en el área de producción textil Debe tener conocimientos en balanceo y control de la producción. reporte de novedades al personal. manejo de prioridades en la producción Debe contar con competencias como: manejo de personal. responsabilidad. proactividad y adaptabilidad a la norma Manejo de herramientas ofimáticas SALARIO: 1'989215 + Auxilio de transporte+ Prestaciones de ley ¡ANÍMATE A SER PARTE DE ESTA FAMILIA!;FAJAS M Y D POSQUIRURGICAS;1.98;Medellín; Carrera Profesional;1;26/06/2019
1;Ingeniero Electrónico;Contrato a término indefinido;Tiempo Completo;Compañía Especializada en la Representación y Comercialización de Equipos de Alta Tecnología requiere Ingeniero Electrónico o afines Experiencia mínima de 2 años en mantenimiento y reparación de Equipos de Laboratorio. analíticos y de investigación Con conocimientos específicos en: Circuitos digitales. redes de comunicación. circuitos análogos. digitales. potencia y control Con muy buenos conocimientos de inglés Mínimo B1 (según el marco común europeo de referencia para las lenguas) Excelentes relaciones personales y servicio al cliente;ANDINA DE TECNOLOGIAS S  A  S ;null;Medellín; Carrera Profesional;2;11/07/2019
1;Ingeniero de desarrollo software;Contrato de Obra o labor;Tiempo Completo;Se requiere que sean profesionales en Ingeniería de sistemas.Ing de software. que cuenten con experiencia reciente y certificada en desarrollo y/o programación con programas como Java. NET. Oracle. SQL Server o Cobol (La experiencia es homologable para recién graduados si cuenta con buen registro académico con proyectos. electivas o práctica profesional enfocadas a desarrollo de software) No puede tener reportes negativos en data crédito. si los tiene pero cuenta con paz y salvo. puede hacer parte del proceso Si cumples con el perfil postúlate Horario lunes a viernes 8:am a 5:pm Básico $ 4´355000 No contar con reportes en centrales de riesgo No contar con comparendos REQUISITOS: Profesional en ing de sistemas. ing de software o ing electrónica experiencia mínima de 1 año en desarrollo bajo lenguajes PL/SQL o Java;MISION TEMPORAL;4.35;Bogotá; Carrera Profesional;null;12/07/2019
1;Ingeniero sistemas;Contrato de Obra o labor;Tiempo Completo;Se solicita Ingeniero Telecomunicaciones. electrónica o sistemas con 2 años de experiencia. Experiencia en diseño de redes WLAN. Diseño Redes LAN. WAN. Conocimientos básicos sobre bases de datos (Oracle – SAP) y lenguaje SQL. Conocimientos sobre infraestructura Microsoft server 2003 / 2008 / 2012/2016 y linux Horario Laboral: Lunes a Viernes de 8:00 am a 6:00 pm. un Sábado cada 15 días de 9:00 am a 12:00m. horario y días no hábil que requiera la operaciónSalario: a convenir + comisiones Presentarse el día 20 Mayo 8:30 am 2:00 pm con hoja de vida en la carrera 72c 23f 06 Modelia. preguntar por Tatiana Alvira;OCUPAR TEMPORALES SA;null;Bogotá; Carrera Profesional;2;4/07/2019
1;Ingeniero de Sistemas;Contrato a término indefinido;Tiempo Completo;"Ingeniero de Sistemas. Especialización (deseable maestría) en sistemas o bases de datos Deseable 4 años de experiencia comprobable en manejo de bases de datos. herramientas ETL y en programación (Java) Alto Dominio en Bases de Datos Alto Dominio en Sistemas Transaccionales Alto Dominio en Bodegas de datos Alto Dominio en lenguaje SQL Alto Dominio y manejo de herramientas ETL Alto Dominio en programación en lenguaje Java Ingles (40 MCE) Conocimientos en Macros de Excel Deseable Conocimientos en Bases de Datos Teradata y Conocimientos en herramienta ETL Informatica-Powercenter Habilidades:Administrativas (planeación corto a mediano plazo. organización y seguimiento) Análisis de datos. situaciones o problemas con nivel de complejidad media Adaptación a cambios de prioridades Desarrollo e implementación de propuestas Orientación a resultados ""Entender las propiedades y características de estructuras de información económica y financiera Conocer la estructura actual de la bodega de datos para que los nuevos modelos queden acordes a la estructura existente asegurando la integridad y funcionalidad de la bodega Modelar e implementar soluciones ETL que permitan la disponibilidad de información económica y financiera de la Gerencia Técnica para análisis y estudio de las áreas usuarias del Banco y/o para publicación en la página WEB del Banco de la República SALARIO: 5500000 HORARIO DE OFICINA Preséntate con Hoja de vida. 1 copia de la cedula 150%. copia del acta y diploma de bachiller. copia y original de acta y diploma de Profesional(si es del sena certificado que expide la pagina) Excelente Presentación personal MAÑANA JUEVES 16 DE MAYO de 2019 a Las 9:00AM en la AV américas # 60-37 en la Estación de Transmilenio de Pradera costado Sur edificio blanco vidrios azules frente al peatonal de los OUTLES PREGUNTAR POR: SANDRA BARRAZA CONTRATACIÓN INMEDIATA!!";GRUPO ACCION PLUS;5.41;Bogotá; Especialización;3;10/07/2019
